dataset,profile_id,day,season,algorithm,run,cost,runtime_s
real_pv,2025-09-25_rep00,2025-09-25,cloudy,GA (P=100),1,12.413601647724889,0.1554396152496338
real_pv,2025-09-25_rep00,2025-09-25,cloudy,PSO,0,14.667946306051773,0.05556607246398926
real_pv,2025-09-25_rep00,2025-09-25,cloudy,PSO,1,15.638487332048753,0.055261850357055664
real_pv,2025-09-25_rep00,2025-09-25,cloudy,GWO,0,13.704833129188106,0.12148857116699219
real_pv,2025-09-25_rep00,2025-09-25,cloudy,GWO,1,13.67058722459936,0.1177835464477539
real_pv,2025-09-25_rep00,2025-09-25,cloudy,Hybrid,0,13.448731187298687,0.06473398208618164
real_pv,2025-09-25_rep00,2025-09-25,cloudy,Hybrid,1,15.361833165728084,0.06534242630004883
real_pv,2025-11-02_rep00,2025-11-02,cloudy,GA (P=50),0,10.244303638704128,0.07837653160095215
real_pv,2025-11-02_rep00,2025-11-02,cloudy,GA (P=50),1,10.652159317788104,0.0780022144317627
real_pv,2025-11-02_rep00,2025-11-02,cloudy,GA (P=100),0,10.319018496977849,0.1529865264892578
real_pv,2025-11-02_rep00,2025-11-02,cloudy,GA (P=100),1,10.726420230446996,0.15409350395202637
real_pv,2025-11-02_rep00,2025-11-02,cloudy,PSO,0,12.4756235511584,0.055206298828125
real_pv,2025-11-02_rep00,2025-11-02,cloudy,PSO,1,13.498127402828455,0.05205583572387695
real_pv,2025-11-02_rep00,2025-11-02,cloudy,GWO,0,10.814732595957903,0.11709189414978027
real_pv,2025-11-02_rep00,2025-11-02,cloudy,GWO,1,11.073817282410232,0.11767721176147461
real_pv,2025-11-02_rep00,2025-11-02,cloudy,Hybrid,0,12.376655814718644,0.06577348709106445
real_pv,2025-11-02_rep00,2025-11-02,cloudy,Hybrid,1,10.81797568253716,0.06578469276428223
real_pv,2025-11-30_rep00,2025-11-30,cloudy,GA (P=50),0,18.988006092029686,0.07808732986450195
real_pv,2025-11-30_rep00,2025-11-30,cloudy,GA (P=50),1,18.89008178701944,0.07784271240234375
