season,data_source,day,day_idx,algorithm,run,cost,runtime_s
cloudy,synthetic,day_001,1,GA (P=100),13,18.284193949495258,0.9269576072692871
cloudy,synthetic,day_001,1,GA (P=100),14,18.209477013264774,0.8957629203796387
cloudy,synthetic,day_001,1,GA (P=100),15,18.310912873703742,0.9065060615539551
cloudy,synthetic,day_001,1,GA (P=100),16,18.26249891107349,0.8869979381561279
cloudy,synthetic,day_001,1,GA (P=100),17,18.59610786645482,0.8790757656097412
cloudy,synthetic,day_001,1,GA (P=100),18,18.305353100905133,0.8940169811248779
cloudy,synthetic,day_001,1,GA (P=100),19,18.402607178708585,0.9427065849304199
cloudy,synthetic,day_001,1,PSO,0,20.783293039113907,0.41759610176086426
cloudy,synthetic,day_001,1,PSO,1,21.280826593749147,0.348407506942749
cloudy,synthetic,day_001,1,PSO,2,24.775727366708786,0.3671705722808838
cloudy,synthetic,day_001,1,PSO,3,20.563924603159496,0.3780221939086914
cloudy,synthetic,day_001,1,PSO,4,20.580138045410468,0.49207234382629395
cloudy,synthetic,day_001,1,PSO,5,19.645191204707732,0.3467559814453125
cloudy,synthetic,day_001,1,PSO,6,20.886669449621284,0.34291648864746094
cloudy,synthetic,day_001,1,PSO,7,26.894613975084408,0.3365945816040039
cloudy,synthetic,day_001,1,PSO,8,23.171577364307236,0.3364078998565674
cloudy,synthetic,day_001,1,PSO,9,22.39512690018697,0.33135509490966797
cloudy,synthetic,day_001,1,PSO,10,21.649927635562683,0.33156514167785645
cloudy,synthetic,day_001,1,PSO,11,22.102765282247923,0.3379077911376953
cloudy,synthetic,day_001,1,PSO,12,24.081321157799874,0.33527660369873047
cloudy,synthetic,day_001,1,PSO,13,25.250617934483696,0.33798885345458984
cloudy,synthetic,day_001,1,PSO,14,22.901464440259343,0.33614110946655273
cloudy,synthetic,day_001,1,PSO,15,21.15713155600455,0.3357844352722168
cloudy,synthetic,day_001,1,PSO,16,23.55873928628312,0.3390796184539795
cloudy,synthetic,day_001,1,PSO,17,19.867486189726904,0.34699392318725586
cloudy,synthetic,day_001,1,PSO,18,21.133326746232765,0.3401188850402832
cloudy,synthetic,day_001,1,PSO,19,23.422911942751142,0.34012770652770996
cloudy,synthetic,day_001,1,GWO,0,19.46150999086261,0.6034455299377441
cloudy,synthetic,day_001,1,GWO,1,21.070262703542696,0.5943632125854492
cloudy,synthetic,day_001,1,GWO,2,19.429569542005684,0.6049058437347412
cloudy,synthetic,day_001,1,GWO,3,19.078603050276378,0.9898386001586914
cloudy,synthetic,day_001,1,GWO,4,20.421144107597275,1.2232506275177002
cloudy,synthetic,day_001,1,GWO,5,19.903136372099066,1.583226203918457
cloudy,synthetic,day_001,1,GWO,6,20.958060529078352,1.397395372390747
cloudy,synthetic,day_001,1,GWO,7,20.315155275232836,1.3939127922058105
cloudy,synthetic,day_001,1,GWO,8,20.97908140958754,1.3129920959472656
cloudy,synthetic,day_001,1,GWO,9,19.784293035539324,1.468296766281128
cloudy,synthetic,day_001,1,GWO,10,21.294509460626884,1.4379937648773193
cloudy,synthetic,day_001,1,GWO,11,20.3156015727604,0.8601601123809814
cloudy,synthetic,day_001,1,GWO,12,21.198856258314486,1.0303926467895508
cloudy,synthetic,day_001,1,GWO,13,19.520885079396898,1.114689588546753
cloudy,synthetic,day_001,1,GWO,14,20.71382037234252,1.0733559131622314
cloudy,synthetic,day_001,1,GWO,15,21.754197369604125,1.1198067665100098
cloudy,synthetic,day_001,1,GWO,16,20.55690372102008,0.9385333061218262
cloudy,synthetic,day_001,1,GWO,17,20.756635607545867,0.9353466033935547
cloudy,synthetic,day_001,1,GWO,18,21.44071184923381,1.0396463871002197
cloudy,synthetic,day_001,1,GWO,19,21.038026787011535,1.1007304191589355
cloudy,synthetic,day_001,1,Hybrid,0,21.528160881465883,0.6805939674377441
cloudy,synthetic,day_001,1,Hybrid,1,20.287921086687923,0.737302303314209
cloudy,synthetic,day_001,1,Hybrid,2,21.186172483332705,0.7300379276275635
cloudy,synthetic,day_001,1,Hybrid,3,19.04005360533938,0.7549433708190918
cloudy,synthetic,day_001,1,Hybrid,4,20.247410313457326,0.704444408416748
cloudy,synthetic,day_001,1,Hybrid,5,18.930725933879668,0.7409071922302246
cloudy,synthetic,day_001,1,Hybrid,6,20.489645042249823,0.7162899971008301
cloudy,synthetic,day_001,1,Hybrid,7,22.378550698306153,0.7432992458343506
cloudy,synthetic,day_001,1,Hybrid,8,20.75023582659274,0.7323126792907715
cloudy,synthetic,day_001,1,Hybrid,9,21.83615721841881,0.75327467918396
cloudy,synthetic,day_001,1,Hybrid,10,20.483625084922213,0.7534990310668945
cloudy,synthetic,day_001,1,Hybrid,11,21.556465090854516,0.7520461082458496
cloudy,synthetic,day_001,1,Hybrid,12,20.298413392185704,0.6850605010986328
cloudy,synthetic,day_001,1,Hybrid,13,22.895132579111635,0.7192456722259521
cloudy,synthetic,day_001,1,Hybrid,14,21.927411926726123,0.6600816249847412
cloudy,synthetic,day_001,1,Hybrid,15,20.81628904657706,0.6831743717193604
cloudy,synthetic,day_001,1,Hybrid,16,21.172895964119217,0.6921103000640869
cloudy,synthetic,day_001,1,Hybrid,17,20.038106045396464,0.6624240875244141
cloudy,synthetic,day_001,1,Hybrid,18,20.1981333353554,0.6663219928741455
cloudy,synthetic,day_001,1,Hybrid,19,20.788242186563615,0.65299391746521
cloudy,synthetic,day_002,2,GA (P=50),0,11.143490531052166,0.6610202789306641
cloudy,synthetic,day_002,2,GA (P=50),1,10.62789694850168,0.8294131755828857
cloudy,synthetic,day_002,2,GA (P=50),2,10.385725318486049,0.7285652160644531
cloudy,synthetic,day_002,2,GA (P=50),3,10.278800425903661,0.7591650485992432
cloudy,synthetic,day_002,2,GA (P=50),4,11.0384105460578,0.6873281002044678
cloudy,synthetic,day_002,2,GA (P=50),5,10.502478756347132,0.7058539390563965
cloudy,synthetic,day_002,2,GA (P=50),6,11.427443406014657,0.6121094226837158
cloudy,synthetic,day_002,2,GA (P=50),7,11.529737305106257,0.7269046306610107
cloudy,synthetic,day_002,2,GA (P=50),8,10.303939011913625,0.7299411296844482
cloudy,synthetic,day_002,2,GA (P=50),9,10.625888546110934,0.6317257881164551
cloudy,synthetic,day_002,2,GA (P=50),10,10.804366999011737,0.7335381507873535
cloudy,synthetic,day_002,2,GA (P=50),11,10.907951703037664,0.7087843418121338
cloudy,synthetic,day_002,2,GA (P=50),12,11.253589380844115,0.750335693359375
cloudy,synthetic,day_002,2,GA (P=50),13,10.686786129292274,0.7175414562225342
cloudy,synthetic,day_002,2,GA (P=50),14,10.37344334577208,0.714083194732666
cloudy,synthetic,day_002,2,GA (P=50),15,11.145898690258294,0.7210164070129395
cloudy,synthetic,day_002,2,GA (P=50),16,10.31709844138954,0.6204521656036377
cloudy,synthetic,day_002,2,GA (P=50),17,10.643524366724074,0.7631072998046875
cloudy,synthetic,day_002,2,GA (P=50),18,11.48510430682103,0.6795270442962646
cloudy,synthetic,day_002,2,GA (P=50),19,11.44510075977234,0.6769802570343018
cloudy,synthetic,day_002,2,GA (P=100),0,10.798995158380869,1.310410499572754
cloudy,synthetic,day_002,2,GA (P=100),1,10.207988823290949,1.6049091815948486
cloudy,synthetic,day_002,2,GA (P=100),2,10.502172442436947,1.787804126739502
cloudy,synthetic,day_002,2,GA (P=100),3,10.646359175475952,1.5413637161254883
cloudy,synthetic,day_002,2,GA (P=100),4,10.752025831227252,1.340132713317871
cloudy,synthetic,day_002,2,GA (P=100),5,10.303775890014139,1.2176086902618408
cloudy,synthetic,day_002,2,GA (P=100),6,10.247600503934596,1.173081874847412
cloudy,synthetic,day_002,2,GA (P=100),7,10.44439689524105,1.2746918201446533
cloudy,synthetic,day_002,2,GA (P=100),8,10.238369701056497,1.4438180923461914
cloudy,synthetic,day_002,2,GA (P=100),9,10.209688812473805,1.149604320526123
cloudy,synthetic,day_002,2,GA (P=100),10,10.37082163954383,0.9581301212310791
cloudy,synthetic,day_002,2,GA (P=100),11,10.370089638995582,0.920661449432373
cloudy,synthetic,day_002,2,GA (P=100),12,10.494361496678522,1.0302894115447998
cloudy,synthetic,day_002,2,GA (P=100),13,10.30584205098706,1.6090693473815918
cloudy,synthetic,day_002,2,GA (P=100),14,10.248475723606948,1.4537086486816406
cloudy,synthetic,day_002,2,GA (P=100),15,10.29177897508929,1.118690013885498
cloudy,synthetic,day_002,2,GA (P=100),16,10.34511116255427,1.4166150093078613
cloudy,synthetic,day_002,2,GA (P=100),17,10.314232269804522,1.3201382160186768
cloudy,synthetic,day_002,2,GA (P=100),18,10.589271311021317,1.5590708255767822
cloudy,synthetic,day_002,2,GA (P=100),19,10.174240213929451,1.297929048538208
cloudy,synthetic,day_002,2,PSO,0,13.73423493881635,0.4875476360321045
cloudy,synthetic,day_002,2,PSO,1,14.64444125672011,0.4276602268218994
cloudy,synthetic,day_002,2,PSO,2,13.29142081633696,0.45429515838623047
cloudy,synthetic,day_002,2,PSO,3,15.122669112731282,0.6869146823883057
cloudy,synthetic,day_002,2,PSO,4,18.172296651616445,0.5096492767333984
cloudy,synthetic,day_002,2,PSO,5,14.425641109903768,0.6415891647338867
cloudy,synthetic,day_002,2,PSO,6,15.913755965171696,0.5409162044525146
cloudy,synthetic,day_002,2,PSO,7,14.842117724194589,0.6693727970123291
cloudy,synthetic,day_002,2,PSO,8,16.542373000886183,0.5674831867218018
cloudy,synthetic,day_002,2,PSO,9,13.708910035040628,0.5833747386932373
cloudy,synthetic,day_002,2,PSO,10,16.40173737157778,0.7254824638366699
cloudy,synthetic,day_002,2,PSO,11,13.982542352873113,0.6279902458190918
cloudy,synthetic,day_002,2,PSO,12,12.484584033164365,0.6143107414245605
cloudy,synthetic,day_002,2,PSO,13,20.24399528325532,0.508476972579956
cloudy,synthetic,day_002,2,PSO,14,13.367740020131064,0.487091064453125
cloudy,synthetic,day_002,2,PSO,15,13.988865066895407,0.5119364261627197
cloudy,synthetic,day_002,2,PSO,16,13.971085395779834,0.48913002014160156
cloudy,synthetic,day_002,2,PSO,17,20.55985513274118,0.5414319038391113
cloudy,synthetic,day_002,2,PSO,18,16.894231083353155,0.40912723541259766
cloudy,synthetic,day_002,2,PSO,19,12.28403820962676,0.7274086475372314
cloudy,synthetic,day_002,2,GWO,0,11.448198839417637,1.1707091331481934
cloudy,synthetic,day_002,2,GWO,1,11.834177401712779,1.0984337329864502
cloudy,synthetic,day_002,2,GWO,2,10.965946620825129,0.9653983116149902
cloudy,synthetic,day_002,2,GWO,3,14.037738591692655,1.1901288032531738
cloudy,synthetic,day_002,2,GWO,4,11.298050469488496,0.9961833953857422
cloudy,synthetic,day_002,2,GWO,5,11.220208316573434,0.6969871520996094
cloudy,synthetic,day_002,2,GWO,6,11.513521678015415,0.8623485565185547
cloudy,synthetic,day_002,2,GWO,7,10.905486501483082,0.61669921875
cloudy,synthetic,day_002,2,GWO,8,12.845438507816546,0.8812527656555176
cloudy,synthetic,day_002,2,GWO,9,13.271752592189912,1.001082420349121
cloudy,synthetic,day_002,2,GWO,10,11.198614153729004,0.8920421600341797
cloudy,synthetic,day_002,2,GWO,11,11.571419710413336,0.8630943298339844
cloudy,synthetic,day_002,2,GWO,12,11.536378425615208,0.9790935516357422
cloudy,synthetic,day_002,2,GWO,13,13.190749838931428,1.0141828060150146
cloudy,synthetic,day_002,2,GWO,14,13.035608980084076,0.9461507797241211
cloudy,synthetic,day_002,2,GWO,15,11.915621501903969,0.689424991607666
cloudy,synthetic,day_002,2,GWO,16,11.61231353861442,0.623476505279541
cloudy,synthetic,day_002,2,GWO,17,12.59481661868998,1.0918800830841064
cloudy,synthetic,day_002,2,GWO,18,12.657088336732436,0.8527135848999023
cloudy,synthetic,day_002,2,GWO,19,12.549298615762494,0.6194543838500977
cloudy,synthetic,day_002,2,Hybrid,0,12.969552964531509,0.40361571311950684
cloudy,synthetic,day_002,2,Hybrid,1,13.780221868618344,0.4544250965118408
cloudy,synthetic,day_002,2,Hybrid,2,12.467137222213571,0.3975048065185547
cloudy,synthetic,day_002,2,Hybrid,3,11.569137502436462,0.4304208755493164
cloudy,synthetic,day_002,2,Hybrid,4,14.654352494999728,0.6027941703796387
cloudy,synthetic,day_002,2,Hybrid,5,12.215120352516097,0.4469261169433594
cloudy,synthetic,day_002,2,Hybrid,6,14.309501186888504,0.5067133903503418
cloudy,synthetic,day_002,2,Hybrid,7,14.06810452883953,0.5582799911499023
cloudy,synthetic,day_002,2,Hybrid,8,14.831537800792471,0.5401537418365479
cloudy,synthetic,day_002,2,Hybrid,9,12.648334219574423,0.605299711227417
cloudy,synthetic,day_002,2,Hybrid,10,14.679939198384607,0.5090057849884033
cloudy,synthetic,day_002,2,Hybrid,11,11.929677050195837,0.5144867897033691
cloudy,synthetic,day_002,2,Hybrid,12,12.445575407447743,0.5497753620147705
cloudy,synthetic,day_002,2,Hybrid,13,11.687809335131197,0.5566129684448242
cloudy,synthetic,day_002,2,Hybrid,14,12.074036526604539,0.5861501693725586
cloudy,synthetic,day_002,2,Hybrid,15,12.948432275995197,0.5751926898956299
cloudy,synthetic,day_002,2,Hybrid,16,13.180206031997331,0.5753099918365479
cloudy,synthetic,day_002,2,Hybrid,17,12.714234489957382,0.6670808792114258
cloudy,synthetic,day_002,2,Hybrid,18,13.569596856927364,0.6578333377838135
cloudy,synthetic,day_002,2,Hybrid,19,12.496261930277218,0.6397202014923096
